Project Title,Administering  IC,Application ID,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Subproject Number ,Contact PI  Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Organization Name,ARRA Indicator,FY,FY Total Cost ,FY Total Cost  (Sub Projects)
Discovering Histoplasma factors required for initial macrophage interaction,NIAID,9243585,1R21AI121462-01A1,1,R21,AI,121462,1,A1,,1888965,"GOLDMAN, WILLIAM E",Not Applicable,UNIV OF NORTH CAROLINA CHAPEL HILL, ,2017,228000,
Using Speech Acoustics to Reveal Motor Disruptions in Psychosis,NIMH,9746454,1R21MH119677-01A1,1,R21,MH,119677,1,A1,,8274596,"GOLDRICK, MATTHEW A ","MITTAL, VIJAY A",NORTHWESTERN UNIVERSITY, ,2019,239000,
Exploiting chemoimmunotherapy strategies with genetically-engineered gd T cells,NCI,9585676,1R21CA223300-01A1,1,R21,CA,223300,1,A1,,7805812,"GOLDSMITH, KELLY C ","SPENCER, H TRENT",EMORY UNIVERSITY, ,2018,200637,
Enabling Robust Single-Molecule Vibrational Spectroscopy Through Microcavity-Enhancement,NIGMS,9510292,1R21GM127957-01,1,R21,GM,127957,1,,,11239655,"GOLDSMITH, RANDALL H",Not Applicable,UNIVERSITY OF WISCONSIN-MADISON, ,2018,214634,
Defining the conformations of solution-phase Tau monomers and small aggregates using single-molecule spectroscopy,NINDS,9614103,1R21NS108684-01,1,R21,NS,108684,1,,,11239655,"GOLDSMITH, RANDALL H",Not Applicable,UNIVERSITY OF WISCONSIN-MADISON, ,2018,229171,
Genetics of Sudden Unexpected Death in Pediatrics,NICHD,9584889,1R21HD096355-01,1,R21,HD,96355,1,,,12402205,"GOLDSTEIN, RICHARD DANIEL ","HOLM, INGRID ADELE;PODURI, ANNAPURNA ",BOSTON CHILDREN'S HOSPITAL, ,2018,265500,
Msi2 regulates the aggressiveness of Non-Small Cell Lung Cancer (NSCLC),NCI,9022053,1R21CA191425-01A1,1,R21,CA,191425,1,A1,,1858136,"GOLEMIS, ERICA A.",Not Applicable,RESEARCH INST OF FOX CHASE CAN CTR, ,2016,194119,
Targeting asymmetric ciliary signaling in cancer,NCI,9751534,1R21CA228187-01A1,1,R21,CA,228187,1,A1,,1858136,"GOLEMIS, ERICA A.",Not Applicable,RESEARCH INST OF FOX CHASE CAN CTR, ,2019,199013,
Role of the cytosolic DNA sensor cGAS in malaria,NIAID,9093210,1R21AI124171-01,1,R21,AI,124171,1,,,6256752,"GOLENBOCK, DOUGLAS T.",Not Applicable,UNIV OF MASSACHUSETTS MED SCH WORCESTER, ,2016,246618,
High Intensity Interval Training for Knee Osteoarthritis,NICHD,9317625,1R21HD088852-01A1,1,R21,HD,88852,1,A1,,8765039,"GOLIGHTLY, YVONNE M ","SMITH-RYAN, ABBIE E",UNIV OF NORTH CAROLINA CHAPEL HILL, ,2017,233250,
Development of brain-computer interface methods to influence brain dynamics in stuttering,NIDCD,9530270,1R21DC016353-01A1,1,R21,DC,16353,1,A1,,3096290,"GOLOB, EDWARD J ","IRANI, FARZAN ;MOCK, JEFFREY RYAN;ROBBINS, KAY A",UNIVERSITY OF TEXAS SAN ANTONIO, ,2018,216658,
Nonhuman Primate Model to Assess Fetal Zika Virus Infection Complications,NIAID,9262695,1R21AI129308-01,1,R21,AI,129308,1,,,1867148,"GOLOS, THADDEUS G",Not Applicable,UNIVERSITY OF WISCONSIN-MADISON, ,2017,221550,
Immune response to Zika infection at the primate maternal-fetal interface,NIAID,9444928,1R21AI136014-01,1,R21,AI,136014,1,,,1867148,"GOLOS, THADDEUS G ","REYES, LETICIA ",UNIVERSITY OF WISCONSIN-MADISON, ,2018,229500,
Nonhuman Primate Model to Assess Embryonic Zika Virus Infection,NICHD,9293791,1R21HD091163-01,1,R21,HD,91163,1,,,1867148,"GOLOS, THADDEUS G",Not Applicable,UNIVERSITY OF WISCONSIN-MADISON, ,2016,229500,
Genetic Basis for Sensitivity of Neonates to Retroviruses,NIAID,9018578,1R21AI121915-01,1,R21,AI,121915,1,,,1879616,"GOLOVKINA, TATYANA V",Not Applicable,UNIVERSITY OF CHICAGO, ,2016,237000,
Neuronal-specific fatty acid synthesis activation as protective mechanism under hypoxia,NINDS,9649380,1R21NS109856-01,1,R21,NS,109856,1,,,9702538,"GOLOVKO, MIKHAIL Y",Not Applicable,UNIVERSITY OF NORTH DAKOTA, ,2018,208500,
Biomedical Prevention Adherence Dynamics in a High Priority Population,NIMH,9558421,1R21MH116757-01,1,R21,MH,116757,1,,,8728845,"GOLUB, SARIT A",Not Applicable,HUNTER COLLEGE, ,2018,228959,
Interplay between c-di-GMP signaling; metabolism and virulence in Listeria monocytogenes,NIAID,9437451,1R21AI135683-01,1,R21,AI,135683,1,,,6487157,"GOMELSKY, MARK ",Not Applicable,UNIVERSITY OF WYOMING, ,2018,210520,
Genetic suppression of loss of TPP1,NINDS,9372001,1R21NS102600-01,1,R21,NS,102600,1,,,1922424,"GOMER, RICHARD H",Not Applicable,TEXAS A&M UNIVERSITY, ,2017,217971,
Role of TLR4 in persistent Leptospira infection,NIAID,9823538,1R21AI142129-01A1,1,R21,AI,142129,1,A1,,9288750,"GOMES-SOLECKI, MARIA ",Not Applicable,UNIVERSITY OF TENNESSEE HEALTH SCI CTR, ,2019,228000,
Developing a novel microRNA-mediated therapeutic approach for SCA6,NINDS,9402209,1R21NS094872-01A1,1,R21,NS,94872,1,A1,,1869776,"GOMEZ, CHRISTOPHER MANUEL",Not Applicable,UNIVERSITY OF CHICAGO, ,2017,243000,
Targeting melanoma hypoxia with lactic acid bacterium L. lactis,NCI,9302876,1R21CA210202-01A1,1,R21,CA,210202,1,A1,,10284580,"GOMEZ-GUTIERREZ, JORGE G",Not Applicable,UNIVERSITY OF LOUISVILLE, ,2017,200970,
Imaging Epigenetic Mechanisms in Parkinson's Disease with [11C]Martinostat,NINDS,9652097,1R21NS109833-01,1,R21,NS,109833,1,,,8753659,"GOMPERTS, STEPHEN N. ","WANG, CHANGNING ",MASSACHUSETTS GENERAL HOSPITAL, ,2018,252750,
Personalized molecular approaches to disease monitoring and maintenance therapies for Myelodysplastic Syndromes (MDS) and Acute Myeloid Leukemia (AML) patients undergoing allogeneic bone marrow transp,NHLBI,9587830,1R21HL143096-01,1,R21,HL,143096,1,,,11577690,"GONDEK, LUKASZ PAWEL",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2018,122813,
Targeting the Host Adenosine A2A Receptor to Protect Against Fatal Rickettsiosis Using an Approved Parkinson's Disease Drug,NIAID,9510124,1R21AI137785-01,1,R21,AI,137785,1,,,10807659,"GONG, BIN ",Not Applicable,UNIVERSITY OF TEXAS MED BR GALVESTON, ,2018,245333,
Preventive Mechanisms in the Olfactory Epithelium,NIDCD,9323702,1R21DC016183-01,1,R21,DC,16183,1,,,1872334,"GONG, QIZHI ",Not Applicable,UNIVERSITY OF CALIFORNIA AT DAVIS, ,2017,235500,
Novel Experimental Model for Pseudoexfolliation Syndrome,NEI,9585614,1R21EY029400-01,1,R21,EY,29400,1,,,6516909,"GONZALEZ, PEDRO  ","CHALLA, PRATAP ;SCHLÖTZER-SCHREHARDT, URSULA ",DUKE UNIVERSITY, ,2018,241778,
Using AAV-mediated gene silencing to explore DYT1 dystonia pathogenesis and therapeutics,NINDS,9738398,1R21NS107883-01A1,1,R21,NS,107883,1,A1,,8361710,"GONZALEZ-ALEGRE, PEDRO ",Not Applicable,CHILDREN'S HOSP OF PHILADELPHIA, ,2019,495577,
Epidemiology and Genomics of Ovarian Clear Cell Carcinoma,NCI,9597497,1R21CA222867-01A1,1,R21,CA,222867,1,A1,,1941159,"GOODE, ELLEN L.",Not Applicable,MAYO CLINIC ROCHESTER, ,2018,207495,
Retrotransposition independent LINE 1-induced DNA damage in normal and aging cells,NIA,9600201,1R21AG056840-01A1,1,R21,AG,56840,1,A1,,6880363,"GOODIER, JOHN LAWRENCE",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2018,245625,
A role for endogenous retroelements in Aicardi-Goutieres Syndrome,NICHD,9034366,1R21HD083915-01A1,1,R21,HD,83915,1,A1,,6880363,"GOODIER, JOHN LAWRENCE",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2016,244375,
Identifying host genetic determinants of Coxiella burnetii pathogenesis,NIAID,9387775,1R21AI128103-01A1,1,R21,AI,128103,1,A1,,10863889,"GOODMAN, ALAN GABRIEL",Not Applicable,WASHINGTON STATE UNIVERSITY, ,2017,229500,
PET Imaging Agents for 5-HT2C Receptors,NIMH,9020592,1R21MH108928-01,1,R21,MH,108928,1,,,2197957,"GOODMAN, MARK MYRON",Not Applicable,EMORY UNIVERSITY, ,2016,234000,
Developing nanoparticle optical reporters of compressive; tensile; and shear forces for use in living cells and tissues.,NIGMS,9607765,1R21GM129879-01,1,R21,GM,129879,1,,,1931389,"GOODMAN, MIRIAM B ","DIONNE, JENNIFER A.",STANFORD UNIVERSITY, ,2018,196250,
Non-sensory cells as a potential source for signaling molecules in the cochlea,NIDCD,9127473,1R21DC014916-01A1,1,R21,DC,14916,1,A1,,6771596,"GOODRICH, LISA V",Not Applicable,HARVARD MEDICAL SCHOOL, ,2016,208904,
Generation of mouse models to define the structural basis of Ntn1-DCC activity,NINDS,9839103,1R21NS113562-01,1,R21,NS,113562,1,,,6771596,"GOODRICH, LISA V",Not Applicable,HARVARD MEDICAL SCHOOL, ,2019,466125,
Effect of Container Surface Structure on Cavitation-Induced Protein Particulate Formation,NIBIB,9509876,1R21EB026006-01,1,R21,EB,26006,1,,,8891698,"GOODWIN, ANDREW P ","RANDOLPH, THEODORE W",UNIVERSITY OF COLORADO, ,2018,212961,
Nonlinear Photoacoustic Response from Functionalized Gold and Metal Oxide Nanostructures,NIBIB,9648923,1R21EB027319-01,1,R21,EB,27319,1,,,8891698,"GOODWIN, ANDREW P ","CHA, JENNIFER N;MURRAY, TODD ",UNIVERSITY OF COLORADO, ,2019,184417,
Development and Validation of a Tree Shrew  Model of Diabetic Retinopathy,NEI,9888478,1R21EY031103-01,1,R21,EY,31103,1,,,8545845,"GORBATYUK, MARINA ",Not Applicable,UNIVERSITY OF ALABAMA AT BIRMINGHAM, ,2019,297000,
Development of Adaptive Immunity to Influenza A: A Longitudinal Study of Anti-Hemagglutinin Antibodies; Their Cross-Reactivity and Protection in Children,NIAID,9014901,1R21AI121721-01,1,R21,AI,121721,1,,,6725472,"GORDON, AUBREE L",Not Applicable,UNIVERSITY OF MICHIGAN AT ANN ARBOR, ,2016,271250,
Long-Term Retention of Words by Children with Language Impairment,NIDCD,9305733,1R21DC016130-01,1,R21,DC,16130,1,,,11498773,"GORDON, KATHERINE RUTH",Not Applicable,FATHER FLANAGAN'S BOYS' HOME, ,2017,150670,
Reducing Adeno-Viral Patient Infected Days:  Secondary Analyses,NEI,9809154,1R21EY030524-01,1,R21,EY,30524,1,,,1872307,"GORDON, MAE O",Not Applicable,WASHINGTON UNIVERSITY, ,2019,235625,
Exploring The Impact of Human Milk Oligosaccharides in Atherosclerosis,NICHD,9318101,1R21HD089067-01A1,1,R21,HD,89067,1,A1,,11245739,"GORDTS, PHILIP  ","BODE, LARS ","UNIVERSITY OF CALIFORNIA, SAN DIEGO", ,2017,232500,
Development of a novel method to chart genomic localization of protein complexes in vivo,NHGRI,9511383,1R21HG010078-01,1,R21,HG,10078,1,,,10484152,"GOREN, ALON ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN DIEGO", ,2018,196250,
Is long-term maintenance worth the wait? Using real time data capture to examine delayed discounting as a putative target of physical activity adherence in weight loss maintenance interventions,NINR,9608587,1R21NR018359-01,1,R21,NR,18359,1,,,6720221,"GORIN, AMY A ","LEAHEY, TRICIA M",UNIVERSITY OF CONNECTICUT STORRS, ,2018,239625,
Development of anti-gp41 HIV-1 antibodies for penetration of blood brain barrier,NINDS,9349048,1R21NS098956-01A1,1,R21,NS,98956,1,A1,,1870542,"GORNY, MIROSLAW K",Not Applicable,NEW YORK UNIVERSITY SCHOOL OF MEDICINE, ,2017,229415,
Determining the Biomechanical and Biological Response of Stretched Skin,NIBIB,9112203,1R21EB021590-01A1,1,R21,EB,21590,1,A1,,2278858,"GOSAIN, ARUN K",Not Applicable,LURIE CHILDREN'S HOSPITAL OF CHICAGO, ,2016,289809,
NLP to Identify and Rank Clinically Relevant Information for EHRs in the Emergency Department,AHRQ,9245525,1R21HS024541-01A1,1,R21,HS,24541,1,A1,,10641122,"GOSS, FOSTER R",Not Applicable,UNIVERSITY OF COLORADO DENVER, ,2016,148922,
Development of an adjuvant-free mucosal vaccine platform via sequential FcRn-mediated transepithelial Ag transport to the NALT and Fc RI-enhanced Ag processing and presentation within the NALT.,NIAID,9582354,1R21AI139733-01,1,R21,AI,139733,1,,,1865902,"GOSSELIN, EDMUND J ","ZHU, XIAOPING ",ALBANY MEDICAL COLLEGE, ,2018,252563,
Effects of Environmental Stimulation and Nurturance on Neural and Endocrine Functions in Infants,NICHD,9387304,1R21HD090493-01A1,1,R21,HD,90493,1,A1,,1960344,"GOTLIB, IAN H",Not Applicable,STANFORD UNIVERSITY, ,2017,235500,
The Role of Caregiver Social Processes on Neural and Endocrine Function in Infants,NIMH,9386976,1R21MH111978-01A1,1,R21,MH,111978,1,A1,,1960344,"GOTLIB, IAN H",Not Applicable,STANFORD UNIVERSITY, ,2017,235500,
Controlling Piezo channels through optogenetics,NIAMS,9668439,1R21AR073463-01A1,1,R21,AR,73463,1,A1,,10611626,"GOTTLIEB, PHILIP A",Not Applicable,STATE UNIVERSITY OF NEW YORK AT BUFFALO, ,2019,175450,
Core Essential Genes in Primary Effusion Lymphoma Cell Lines,NCI,9203705,1R21CA210904-01,1,R21,CA,210904,1,,,9354245,"GOTTWEIN, EVA HENRIETTE",Not Applicable,NORTHWESTERN UNIVERSITY AT CHICAGO, ,2016,201623,
Probing the terminal / perisynaptic Schwann cell transcriptome in early stages of motor neuron disease using a RiboTag approach.,NINDS,9587198,1R21NS107922-01,1,R21,NS,107922,1,,,9813100,"GOULD, THOMAS ",Not Applicable,UNIVERSITY OF NEVADA RENO, ,2018,214240,
E. coli niche expansion and adaptation in the dysbiotic intestine,NIAID,9164506,1R21AI125814-01,1,R21,AI,125814,1,,,6799681,"GOULIAN, MARK D",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2016,241375,
Endocannabinoid System and Brain Network Function in Late-Life Depression,NIMH,9242787,1R21MH109807-01A1,1,R21,MH,109807,1,A1,,10483485,"GOVEAS, JOSEPH S ","HILLARD, CECILIA J",MEDICAL COLLEGE OF WISCONSIN, ,2017,231000,
Characterizing the radial component of CNS myelin,NINDS,9372780,1R21NS102678-01,1,R21,NS,102678,1,,,2084843,"GOW, ALEXANDER ",Not Applicable,WAYNE STATE UNIVERSITY, ,2017,231000,
Ozone; inflammation and respiratory microbiome,NIEHS,9508853,1R21ES029254-01,1,R21,ES,29254,1,,,1949726,"GOW, ANDREW J",Not Applicable,"RUTGERS, THE STATE UNIV OF N.J.", ,2018,232500,
AMPK and cardiac dysfunction in chronic epilepsy: a prognostic indicator of SUDEP risk,NINDS,9601555,1R21NS104580-01A1,1,R21,NS,104580,1,A1,,10315580,"GRABENSTATTER, HEIDI ",Not Applicable,UNIVERSITY OF COLORADO, ,2018,231000,
The Negative BOLD Response in Speech Production and Persistent Stuttering,NIDCD,9227237,1R21DC015855-01,1,R21,DC,15855,1,,,1880431,"GRACCO, VINCENT L.",Not Applicable,"HASKINS LABORATORIES, INC.", ,2017,196500,
Self-unfolding RV-PA 3D Printed Conduits,NICHD,9245197,1R21HD090663-01,1,R21,HD,90663,1,,,8004089,"GRACIAS, DAVID H",Not Applicable,JOHNS HOPKINS UNIVERSITY, ,2017,237231,
The Role of Adverse Symptoms and Clinical Response on Racial Disparity Outcomes in Breast Cancer,NCI,9314164,1R21CA208161-01A1,1,R21,CA,208161,1,A1,,10919328,"GRAETZ, ILANA ",Not Applicable,UNIVERSITY OF TENNESSEE HEALTH SCI CTR, ,2017,231420,
Social Frailty among Older Kenyan Women Living with and without HIV Infection,NIA,9776167,1R21AG063602-01,1,R21,AG,63602,1,,,8254849,"GRAHAM, SUSAN MARIE",Not Applicable,UNIVERSITY OF WASHINGTON, ,2019,233250,
Thrombin: A therapeutic target for cerebral amyloid angiopathy,NINDS,9709459,1R21NS110628-01,1,R21,NS,110628,1,,,1900995,"GRAMMAS, PAULA  ","ROBINSON, JOHN KENNETH;VAN NOSTRAND, WILLIAM E.",UNIVERSITY OF RHODE ISLAND, ,2019,422125,
Assembly of HIV intasomes,NIAID,9203230,1R21AI127196-01,1,R21,AI,127196,1,,,1857786,"GRANDGENETT, DUANE P",Not Applicable,SAINT LOUIS UNIVERSITY, ,2016,189375,
Development of Validation of Phage-Displayed Random Peptide Libraries Technologies for Rapid Isolation and Characterization of Extracellular Vesicles from Patients with Brain Tumors,NIMH,9630190,1R21MH118174-01,1,R21,MH,118174,1,,,8424245,"GRANER, MICHAEL W ","YU, XIAOLI ",UNIVERSITY OF COLORADO DENVER, ,2018,212262,
Biological Correlates of Alzheimer in Down Syndrome.,NIA,9375943,1R21AG056974-01,1,R21,AG,56974,1,,,1878417,"GRANHOLM-BENTLEY, ANN-CHARLOTTE ESTHER",Not Applicable,UNIVERSITY OF DENVER (COLORADO SEMINARY), ,2017,226050,
The next generation of RNA-Seq simulators for benchmarking analyses,NLM,9600808,1R21LM012763-01A1,1,R21,LM,12763,1,A1,,6195162,"GRANT, GREGORY R",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2018,217350,
Alcohol abstinence induced HPA & SAM dysregulation disrupts HIV virology control,NIAAA,9559327,1R21AA026525-01A1,1,R21,AA,26525,1,A1,,6253559,"GRANT, IGOR ",Not Applicable,"UNIVERSITY OF CALIFORNIA, SAN DIEGO", ,2018,200312,
Variant to Gene Mapping for Type 2 Diabetes,NICHD,9196475,1R21HD089824-01,1,R21,HD,89824,1,,,8753350,"GRANT, STRUAN F.A.",Not Applicable,CHILDREN'S HOSP OF PHILADELPHIA, ,2016,210000,
Bio-Physical Modeling of Immuno-Radiotherapy Combinations based on Patient Data,NCI,9808844,1R21CA241918-01,1,R21,CA,241918,1,,,11308010,"GRASSBERGER, CLEMENS ",Not Applicable,MASSACHUSETTS GENERAL HOSPITAL, ,2019,216282,
Early Life Mechanisms of Intergenerational Transmission of Trauma-Related Risk in Offspring: Epigenetic and Neurodevelopmental Pathways,NICHD,9387052,1R21HD090379-01A1,1,R21,HD,90379,1,A1,,9588216,"GRASSO, DAMION JOSEPH",Not Applicable,UNIVERSITY OF CONNECTICUT SCH OF MED/DNT, ,2017,239250,
Rapid Risk Assessment of Chronic Domoic Acid Exposure in WA Razor Clam Harvesters,NIEHS,9324565,1R21ES028060-01,1,R21,ES,28060,1,,,1890921,"GRATTAN, LYNN M",Not Applicable,UNIVERSITY OF MARYLAND BALTIMORE, ,2017,321125,
Effect of inflammation on recovery and pain after spinal cord injury,NINDS,9110463,1R21NS091723-01A1,1,R21,NS,91723,1,A1,,8012163,"GRAU, JAMES WILLIAM",Not Applicable,TEXAS A&M UNIVERSITY, ,2016,219773,
Novel approaches to the treatment of bone loss in rheumatoid arthritis,NIAMS,9435618,1R21AR072836-01,1,R21,AR,72836,1,,,1945493,"GRAVALLESE, ELLEN M ","SHIM, JAE-HYUCK ",UNIV OF MASSACHUSETTS MED SCH WORCESTER, ,2017,221100,
High throughput validation of functional variants that affect pre-mRNA splicing,NHGRI,9021170,1R21HG008799-01,1,R21,HG,8799,1,,,7117807,"GRAVELEY, BRENTON R.",Not Applicable,UNIVERSITY OF CONNECTICUT SCH OF MED/DNT, ,2016,239250,
The role of NMDA receptor co-agonist site occupancy in synaptic plasticity,NIMH,9669928,1R21MH116315-01A1,1,R21,MH,116315,1,A1,,10300718,"GRAY, JOHN ALAN",Not Applicable,UNIVERSITY OF CALIFORNIA AT DAVIS, ,2019,220142,
Empowering Cancer Patients Through Innovations in Information Technology-Based Reporting of Precision Medicine,AHRQ,9224605,1R21HS024984-01,1,R21,HS,24984,1,,,9837929,"GRAY, STACY W., MA, MD",Not Applicable,BECKMAN RESEARCH INSTITUTE/CITY OF HOPE, ,2016,150001,
Contact-dependent transcriptional networks in mycobacterial species,NIAID,9602542,1R21AI135173-01A1,1,R21,AI,135173,1,A1,,8436442,"GRAY, TODD  ","CHAMPION, MATTHEW M;DERBYSHIRE, KEITH M",WADSWORTH CENTER, ,2018,256020,
Neuromuscular and Biomechanical Control of Lower Limb Loading in Individuals with Chronic Stroke,NIA,9584337,1R21AG060034-01,1,R21,AG,60034,1,,,14437946,"GRAY, VICKI L.",Not Applicable,UNIVERSITY OF MARYLAND BALTIMORE, ,2018,231750,
Reward circuit dysfunction; substance use disorder and schizophrenia: a preclinical fMRI-based connectivity study,NIDA,9375636,1R21DA044501-01,1,R21,DA,44501,1,,,1865954,"GREEN, ALAN I",Not Applicable,DARTMOUTH COLLEGE, ,2017,283500,
The SMYD lysine methyltransferase Set6 in signaling and proteostasis,NIA,9808970,1R21AG064507-01,1,R21,AG,64507,1,,,10635023,"GREEN, ERIN ",Not Applicable,UNIVERSITY OF MARYLAND BALT CO CAMPUS, ,2019,219324,
Sustained Suprachoroidal Delivery of Therapeutic Peptidesfor Ocular Diseases,NEI,9181881,1R21EY026148-01A1,1,R21,EY,26148,1,A1,,9735709,"GREEN, JORDAN JAMIESON ","CAMPOCHIARO, PETER A;POPEL, ALEKSANDER S.",JOHNS HOPKINS UNIVERSITY, ,2016,244563,
ASSESSING AND RESTORING LIP MOTOR FUNCTION FOLLOWING FACIAL TRANSPLANTATION,NIDCD,9432775,1R21DC016664-01,1,R21,DC,16664,1,,,1953815,"GREEN, JORDAN R",Not Applicable,MGH INSTITUTE OF HEALTH PROFESSIONS, ,2018,240000,
Genome editing to prevent HTLV-1 disease,NIAID,9668786,1R21AI142794-01A1,1,R21,AI,142794,1,A1,,1866427,"GREEN, PATRICK LEE",Not Applicable,OHIO STATE UNIVERSITY, ,2019,195000,
Comparing Medication Maintenance in Comprehensive Community and Pharmacy Settings to Enhance Engagement,NIDA,9513201,1R21DA045848-01,1,R21,DA,45848,1,,,8449161,"GREEN, TRACI C",Not Applicable,RHODE ISLAND HOSPITAL, ,2017,284412,
A slowly progressive; endogenous synucleinopathy model of Parkinson's disease,NIEHS,9211455,1R21ES027470-01,1,R21,ES,27470,1,,,1894347,"GREENAMYRE, J TIMOTHY",Not Applicable,UNIVERSITY OF PITTSBURGH AT PITTSBURGH, ,2017,232313,
Multiplexed point-of-care molecular detection for multiple infections in co-endemic settings,NIAID,9386440,1R21AI128059-01A1,1,R21,AI,128059,1,A1,,1882204,"GREENBERG, ROBERT M ","BAU, HAIM H;LIU, CHANGCHUN ",UNIVERSITY OF PENNSYLVANIA, ,2017,241500,
Are schistosome micro-exon genes (MEGs) upregulated as an immune evasion response to the antischistosomal drug praziquantel?,NIAID,9455054,1R21AI130665-01A1,1,R21,AI,130665,1,A1,,1882204,"GREENBERG, ROBERT M",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2018,241500,
Discovery of novel antiparasitics that target a pharmacologically atypical schistosome Transient Receptor Potential (TRP) ion channel,NIAID,9369896,1R21AI132912-01,1,R21,AI,132912,1,,,1882204,"GREENBERG, ROBERT M",Not Applicable,UNIVERSITY OF PENNSYLVANIA, ,2017,241500,
Determining the Mechanism of Pediatric Arteriovenous Malformation,NICHD,9035664,1R21HD082606-01A1,1,R21,HD,82606,1,A1,,9328233,"GREENE, ARIN K.",Not Applicable,BOSTON CHILDREN'S HOSPITAL, ,2016,265500,
Defining the Impact of Immunodeficiency Virus Infection on Mycobacteria-Specific; Unconventional CD8+ T cells,NIAID,9849961,1R21AI147944-01,1,R21,AI,147944,1,,,10516054,"GREENE, JUSTIN ",Not Applicable,OREGON HEALTH & SCIENCE UNIVERSITY, ,2019,213713,
The Role of Post-translational Modifier PRMT5 in Regulatory T cell Development and Function,NIAID,9432751,1R21AI135359-01,1,R21,AI,135359,1,,,1861941,"GREENE, MARK I ","KAMBAYASHI, TAKU ",UNIVERSITY OF PENNSYLVANIA, ,2018,201250,
P2X7R: a novel therapeutic target in implant loosening,NIAMS,9244951,1R21AR069785-01A1,1,R21,AR,69785,1,A1,,1858783,"GREENFIELD, EDWARD M.",Not Applicable,CASE WESTERN RESERVE UNIVERSITY, ,2017,167218,
Repurposing Anti-cancer Drugs to Prevent Growth of Osteosarcoma Metastases,NCI,9178855,1R21CA209304-01,1,R21,CA,209304,1,,,1858783,"GREENFIELD, EDWARD M.",Not Applicable,CASE WESTERN RESERVE UNIVERSITY, ,2016,172369,
Rehabilitation for emotion recognition impairments after stroke: building a scientific basis,NICHD,9505502,1R21HD095273-01,1,R21,HD,95273,1,,,10510560,"GREENWALD, ANNA ",Not Applicable,GEORGETOWN UNIVERSITY, ,2018,240721,
Opioid/benzodiazepine polydrug abuse: Integrating research on mechanisms; treatment and policies,NIDA,9599152,1R21DA044946-01A1,1,R21,DA,44946,1,A1,,1895316,"GREENWALD, MARK K ","ARFKEN, CYNTHIA L",WAYNE STATE UNIVERSITY, ,2018,203023,
The Glomerular Connectome,NIDCD,9151518,1R21DC015438-01,1,R21,DC,15438,1,,,1866683,"GREER, CHARLES A",Not Applicable,YALE UNIVERSITY, ,2016,251126,
Base-resolution sequencing of 6mA in eukaryotic DNA,NHGRI,9599802,1R21HG010066-01A1,1,R21,HG,10066,1,A1,,8148709,"GREER, ERIC LIEBERMAN",Not Applicable,BOSTON CHILDREN'S HOSPITAL, ,2018,265500,
Allelic regulatory mechanisms in the brain,NIMH,9651309,1R21MH118570-01,1,R21,MH,118570,1,,,11343206,"GREGG, CHRIS ",Not Applicable,UNIVERSITY OF UTAH, ,2019,228750,
Functions and Mechanisms of Epigenetic Allelic Effects in the Brain,NIMH,9807101,1R21MH120468-01,1,R21,MH,120468,1,,,11343206,"GREGG, CHRIS ",Not Applicable,UNIVERSITY OF UTAH, ,2019,228750,
Nanoengineered bone repair scaffolds generated from stem cells and their secreted products for improved spinal fusion,NIAMS,9664986,1R21AR072292-01A1,1,R21,AR,72292,1,A1,,7931242,"GREGORY, CARL A.",Not Applicable,TEXAS A&M UNIVERSITY, ,2019,158722,
The influence of the milk microbiome on inflammation of the preterm infant,NINR,9530068,1R21NR017256-01A1,1,R21,NR,17256,1,A1,,9138531,"GREGORY, KATHERINE ELIZABETH",Not Applicable,BRIGHAM AND WOMEN'S HOSPITAL, ,2018,291592,
Role of m6A mRNA methylation in Neuroblastoma,NCI,9373377,1R21CA219352-01,1,R21,CA,219352,1,,,8793150,"GREGORY, RICHARD I.",Not Applicable,BOSTON CHILDREN'S HOSPITAL, ,2017,246472,
Methods to map the m7G tRNA methylome,NIMH,9648449,1R21MH118594-01,1,R21,MH,118594,1,,,8793150,"GREGORY, RICHARD I.",Not Applicable,BOSTON CHILDREN'S HOSPITAL, ,2019,265500,
Uncoupling caspase 8-mediated-apotosis from caspase 8-mediated-inflammation in glaucoma.,NEI,9726544,1R21EY030276-01,1,R21,EY,30276,1,,,6650844,"GREGORY-KSANDER, MEREDITH ",Not Applicable,SCHEPENS EYE RESEARCH INSTITUTE, ,2019,295500,
Aging and clonality in atherosclerosis,NIA,9687261,1R21AG062202-01,1,R21,AG,62202,1,,,8852846,"GREIF, DANIEL  ","FERNANDEZ HERNANDO, CARLOS ",YALE UNIVERSITY, ,2019,251250,
Optimizing e-interventions for Alcohol Use: Do Common Factors Apply?,NIAAA,9035895,1R21AA023660-01A1,1,R21,AA,23660,1,A1,,8921867,"GREKIN, EMILY REBECCA",Not Applicable,WAYNE STATE UNIVERSITY, ,2016,182282,
